event,activity,term,variable,value,se,p,n
powerout,Pick up,coef,TransitAccess_high,-0.14122265049672716,0.07910800665336201,0.07423085579841186,2300
powerout,Pick up,coef,female,-0.1246661132006043,0.04827159146513014,0.00980595220329646,2300
powerout,Pick up,coef,in50,-0.24534686189659335,0.06164779065628411,6.896863657127942e-05,2300
powerout,Pick up,coef,in50100,-0.17932065013129173,0.06552024973861305,0.006202609633317831,2300
powerout,Pick up,coef,powerout_imp_2,-0.017924612013254335,0.06435081248881176,0.780593847930319,2300
powerout,Pick up,coef,powerout_imp_3,0.06838185815644546,0.06554445526002062,0.29681411818617887,2300
powerout,Pick up,coef,powerout_imp_4,0.2005482708107809,0.0843016994333154,0.0173627331335433,2300
powerout,Pick up,coef,powerout_imp_5,0.11659825794122969,0.10492037195089346,0.26643821989259053,2300
powerout,Pick up,coef,rural,-0.12201701723590314,0.09418466869043289,0.19514495018981193,2300
powerout,Pick up,coef,white,0.07152119200863924,0.061438053196002144,0.24437587579551345,2300
powerout,Pick up,threshold,threshold_1,-0.9207632699232177,,,2300
powerout,Pick up,threshold,threshold_2,0.5787622462234022,,,2300
powerout,Transit,coef,EmpDens_high,0.12011250210514623,0.06266869984022193,0.055285376041702486,2299
powerout,Transit,coef,EmpDens_medium,0.07538841144702665,0.0637403403127986,0.2369112026948188,2299
powerout,Transit,coef,NatWalkInd_high,-0.07195895537748256,0.062188348086463806,0.2472261345843343,2299
powerout,Transit,coef,age_3150,-0.15577575893457604,0.07953951718997382,0.050174886884115824,2299
powerout,Transit,coef,age_5165,-0.22299771954988487,0.08008725202894143,0.005362112518618188,2299
powerout,Transit,coef,age_65p,-0.21490073445519475,0.07838181299652414,0.006111900974576591,2299
powerout,Transit,coef,hhveh0,0.4428561329299513,0.07930992569403512,2.35227664537803e-08,2299
powerout,Transit,coef,hispanic_c,-0.20134638083300305,0.09498920335132353,0.03403333724664255,2299
powerout,Transit,coef,in50,-0.09102944289485508,0.0517654296246792,0.0786626853663106,2299
powerout,Transit,coef,powerout_imp_2,-0.06938774809011372,0.0683116169992784,0.3097468956501268,2299
powerout,Transit,coef,powerout_imp_3,-0.0290642636565208,0.06972322137125789,0.6767866711222841,2299
powerout,Transit,coef,powerout_imp_4,0.042706065375450956,0.08936470390478723,0.63273194783141,2299
powerout,Transit,coef,powerout_imp_5,0.2085172869323725,0.11040038620596528,0.058927087054539674,2299
powerout,Transit,threshold,threshold_1,-0.928522260866141,,,2299
powerout,Transit,threshold,threshold_2,1.1731176503459781,,,2299
powerout,Usual,coef,Diversity_high,0.15990445863473993,0.09179936584145491,0.08152757729304866,892
powerout,Usual,coef,Diversity_medium,0.1537243917847486,0.08817339605476988,0.08125804104706974,892
powerout,Usual,coef,EmpDens_high,-0.18444141062105915,0.07954495109027403,0.02041094528573124,892
powerout,Usual,coef,NetworkDensity_medium,-0.133428743229376,0.07594532309519524,0.07893394634111339,892
powerout,Usual,coef,SE,0.12437610176570384,0.045335247768788646,0.0060792746923006985,892
powerout,Usual,coef,ac_c,0.19545228544582244,0.1070368992615901,0.06784617045240952,892
powerout,Usual,coef,age_3150,-0.36574684719592054,0.12363087732249457,0.0030926279807886614,892
powerout,Usual,coef,age_5165,-0.3343877899072022,0.12113198810951971,0.0057708674576995595,892
powerout,Usual,coef,age_65p,-0.6330125135328069,0.11955723163108876,1.1925103116666056e-07,892
powerout,Usual,coef,powerout_imp_2,-0.39327506584807737,0.09749446245507369,5.487747312809244e-05,892
powerout,Usual,coef,powerout_imp_3,-0.5337608004965829,0.10151136153522815,1.4552089090527678e-07,892
powerout,Usual,coef,powerout_imp_4,-0.8859059718611467,0.1357821503497922,6.824440062397489e-11,892
powerout,Usual,coef,powerout_imp_5,-0.9502058829980033,0.17400258656617923,4.738011130210137e-08,892
powerout,Usual,coef,work_out,0.3526992437906132,0.17395196441162353,0.04260447094133508,892
powerout,Usual,threshold,threshold_1,-2.0484910295759784,,,892
powerout,Usual,threshold,threshold_2,-1.257186943662147,,,892
powerout,Usual,threshold,threshold_3,-0.6202068449356043,,,892
powerout,Usual,threshold,threshold_4,0.3741284259307438,,,892
